gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	genericName	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	recordedByID	identifiedByID	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name
1836807606																										TWBBS_2016_B13-03_01_01:029485										CC_BY_NC_4_0																		Event									HUMAN_OBSERVATION				TWBBS_2016_B13-03_01_01:029485			魏紹倫、張儷瓊	1								PRESENT							NA									TWBBS_2016_B13-03_01_01	TWBBS_2016_B13-03		2016-04-30T00:00:00	06:40+0800			2016	4	30			Point count	6 observer-minutes	31415.93	square metre			B13-03_01							TW				苗栗縣大鹿林道								24.245119	120.923175	100.0	1.0E-5																																															Horornis fortipes Hodgson, 1845								Animalia	Chordata	Aves	Passeriformes	Cettiidae	Horornis		fortipes		SPECIES		小鶯		ACCEPTED			f170f056-3f8a-4ef3-ac9f-4503cc854ce0	TW	2020-11-26T17:07:12.283Z							COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		true	false	9582141	9582141	1	44	212	729	6100900	4843955		9582141	Horornis fortipes	Horornis	Horornis fortipes Hodgson, 1845	Horornis fortipes		DWC_ARCHIVE	2020-11-26T17:07:12.283Z	2020-11-26T00:16:41.110Z	false				TWN	Taiwan	TWN.4_1	Taichung	TWN.4.1_1	Taichung		
1836807598																										TWBBS_2016_B13-03_01_01:029480										CC_BY_NC_4_0																		Event									HUMAN_OBSERVATION				TWBBS_2016_B13-03_01_01:029480			魏紹倫、張儷瓊	3								PRESENT							NA									TWBBS_2016_B13-03_01_01	TWBBS_2016_B13-03		2016-04-30T00:00:00	06:40+0800			2016	4	30			Point count	6 observer-minutes	31415.93	square metre			B13-03_01							TW				苗栗縣大鹿林道								24.245119	120.923175	100.0	1.0E-5																																															Heterophasia auricularis (Swinhoe, 1864)								Animalia	Chordata	Aves	Passeriformes	Leiothrichidae	Heterophasia		auricularis		SPECIES		白耳畫眉		ACCEPTED			f170f056-3f8a-4ef3-ac9f-4503cc854ce0	TW	2020-11-26T17:07:12.926Z							COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		true	false	2493394	2493394	1	44	212	729	6101112	2493389		2493394	Heterophasia auricularis	Heterophasia	Heterophasia auricularis (Swinhoe, 1864)	Heterophasia auricularis		DWC_ARCHIVE	2020-11-26T17:07:12.926Z	2020-11-26T00:16:41.110Z	false				TWN	Taiwan	TWN.4_1	Taichung	TWN.4.1_1	Taichung		
1836807596																										TWBBS_2016_B13-03_01_01:029482										CC_BY_NC_4_0																		Event									HUMAN_OBSERVATION				TWBBS_2016_B13-03_01_01:029482			魏紹倫、張儷瓊	1								PRESENT							NA									TWBBS_2016_B13-03_01_01	TWBBS_2016_B13-03		2016-04-30T00:00:00	06:40+0800			2016	4	30			Point count	6 observer-minutes	31415.93	square metre			B13-03_01							TW				苗栗縣大鹿林道								24.245119	120.923175	100.0	1.0E-5																																															Abroscopus albogularis (Moore, 1854)								Animalia	Chordata	Aves	Passeriformes	Cettiidae	Abroscopus		albogularis		SPECIES		棕面鶯		ACCEPTED			f170f056-3f8a-4ef3-ac9f-4503cc854ce0	TW	2020-11-26T17:07:13.012Z							COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		true	false	2493239	2493239	1	44	212	729	6100900	2493236		2493239	Abroscopus albogularis	Abroscopus	Abroscopus albogularis (Moore, 1854)	Abroscopus albogularis		DWC_ARCHIVE	2020-11-26T17:07:13.012Z	2020-11-26T00:16:41.110Z	false				TWN	Taiwan	TWN.4_1	Taichung	TWN.4.1_1	Taichung		
1836807587																										TWBBS_2016_B13-03_01_01:029477										CC_BY_NC_4_0																		Event									HUMAN_OBSERVATION				TWBBS_2016_B13-03_01_01:029477			魏紹倫、張儷瓊	2								PRESENT							NA									TWBBS_2016_B13-03_01_01	TWBBS_2016_B13-03		2016-04-30T00:00:00	06:40+0800			2016	4	30			Point count	6 observer-minutes	31415.93	square metre			B13-03_01							TW				苗栗縣大鹿林道								24.245119	120.923175	100.0	1.0E-5																																															Yuhina brunneiceps Ogilvie-Grant, 1906								Animalia	Chordata	Aves	Passeriformes	Zosteropidae	Yuhina		brunneiceps		SPECIES		冠羽畫眉		ACCEPTED			f170f056-3f8a-4ef3-ac9f-4503cc854ce0	TW	2020-11-26T17:07:12.951Z							COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		true	false	2493183	2493183	1	44	212	729	9359	2493176		2493183	Yuhina brunneiceps	Yuhina	Yuhina brunneiceps Ogilvie-Grant, 1906	Yuhina brunneiceps		DWC_ARCHIVE	2020-11-26T17:07:12.951Z	2020-11-26T00:16:41.110Z	false				TWN	Taiwan	TWN.4_1	Taichung	TWN.4.1_1	Taichung		
1836807547																										TWBBS_2016_B13-03_01_01:029483										CC_BY_NC_4_0																		Event									HUMAN_OBSERVATION				TWBBS_2016_B13-03_01_01:029483			魏紹倫、張儷瓊	4								PRESENT							NA									TWBBS_2016_B13-03_01_01	TWBBS_2016_B13-03		2016-04-30T00:00:00	06:40+0800			2016	4	30			Point count	6 observer-minutes	31415.93	square metre			B13-03_01							TW				苗栗縣大鹿林道								24.245119	120.923175	100.0	1.0E-5																																															Parus monticolus Vigors, 1831								Animalia	Chordata	Aves	Passeriformes	Paridae	Parus		monticolus		SPECIES		青背山雀		ACCEPTED			f170f056-3f8a-4ef3-ac9f-4503cc854ce0	TW	2020-11-26T17:07:12.939Z							COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		true	false	2487935	2487935	1	44	212	729	9327	2487923		2487935	Parus monticolus	Parus	Parus monticolus Vigors, 1831	Parus monticolus		DWC_ARCHIVE	2020-11-26T17:07:12.939Z	2020-11-26T00:16:41.110Z	false				TWN	Taiwan	TWN.4_1	Taichung	TWN.4.1_1	Taichung		
1836807272																										TWBBS_2016_B11-01_01_01:032871										CC_BY_NC_4_0																		Event									HUMAN_OBSERVATION				TWBBS_2016_B11-01_01_01:032871			楊正雄	1								PRESENT							NA									TWBBS_2016_B11-01_01_01	TWBBS_2016_B11-01		2016-04-04T00:00:00	09:02+0800			2016	4	4			Point count	6 observer-minutes	31415.93	square metre			B11-01_01							TW				突稜								24.361	121.331267	100.0	1.0E-5																																															Cinclidium leucurum (Hodgson, 1845)								Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Myiomela		leucurum		SPECIES		白尾鴝		SYNONYM			f170f056-3f8a-4ef3-ac9f-4503cc854ce0	TW	2020-11-26T17:07:12.454Z							COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		true	false	5231291	5845285	1	44	212	729	9322	4845675		5845285	Myiomela leucura	Cinclidium	Myiomela leucura (Hodgson, 1845)	Cinclidium leucurum		DWC_ARCHIVE	2020-11-26T17:07:12.454Z	2020-11-26T00:16:41.110Z	false				TWN	Taiwan	TWN.4_1	Taichung	TWN.4.1_1	Taichung		
1836807268																										TWBBS_2016_B11-01_01_01:032872										CC_BY_NC_4_0																		Event									HUMAN_OBSERVATION				TWBBS_2016_B11-01_01_01:032872			楊正雄	1								PRESENT							NA									TWBBS_2016_B11-01_01_01	TWBBS_2016_B11-01		2016-04-04T00:00:00	09:02+0800			2016	4	4			Point count	6 observer-minutes	31415.93	square metre			B11-01_01							TW				突稜								24.361	121.331267	100.0	1.0E-5																																															Horornis acanthizoides (J.Verreaux, 1870)								Animalia	Chordata	Aves	Passeriformes	Cettiidae	Horornis		acanthizoides		SPECIES		深山鶯		ACCEPTED			f170f056-3f8a-4ef3-ac9f-4503cc854ce0	TW	2020-11-26T17:07:12.316Z							COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		true	false	7711859	7711859	1	44	212	729	6100900	4843955		7711859	Horornis acanthizoides	Horornis	Horornis acanthizoides (J.Verreaux, 1870)	Horornis acanthizoides		DWC_ARCHIVE	2020-11-26T17:07:12.316Z	2020-11-26T00:16:41.110Z	false				TWN	Taiwan	TWN.4_1	Taichung	TWN.4.1_1	Taichung		
1836807260																										TWBBS_2016_B11-01_01_01:032868										CC_BY_NC_4_0																		Event									HUMAN_OBSERVATION				TWBBS_2016_B11-01_01_01:032868			楊正雄	1								PRESENT							NA									TWBBS_2016_B11-01_01_01	TWBBS_2016_B11-01		2016-04-04T00:00:00	09:02+0800			2016	4	4			Point count	6 observer-minutes	31415.93	square metre			B11-01_01							TW				突稜								24.361	121.331267	100.0	1.0E-5																																															Locustella alishanensis (Rasmussen, Round, Dickinson & Rozendaal, 2000)								Animalia	Chordata	Aves	Passeriformes	Locustellidae	Locustella		alishanensis		SPECIES		台灣叢樹鶯		ACCEPTED			f170f056-3f8a-4ef3-ac9f-4503cc854ce0	TW	2020-11-26T17:07:12.414Z							COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		true	false	7443420	7443420	1	44	212	729	6100825	2493547		7443420	Locustella alishanensis	Locustella	Locustella alishanensis (Rasmussen, Round, Dickinson & Rozendaal, 2000)	Locustella alishanensis		DWC_ARCHIVE	2020-11-26T17:07:12.414Z	2020-11-26T00:16:41.110Z	false				TWN	Taiwan	TWN.4_1	Taichung	TWN.4.1_1	Taichung		
1836807250																										TWBBS_2016_B11-01_01_01:032870										CC_BY_NC_4_0																		Event									HUMAN_OBSERVATION				TWBBS_2016_B11-01_01_01:032870			楊正雄	1								PRESENT							NA									TWBBS_2016_B11-01_01_01	TWBBS_2016_B11-01		2016-04-04T00:00:00	09:02+0800			2016	4	4			Point count	6 observer-minutes	31415.93	square metre			B11-01_01							TW				突稜								24.361	121.331267	100.0	1.0E-5																																															Horornis fortipes Hodgson, 1845								Animalia	Chordata	Aves	Passeriformes	Cettiidae	Horornis		fortipes		SPECIES		小鶯		ACCEPTED			f170f056-3f8a-4ef3-ac9f-4503cc854ce0	TW	2020-11-26T17:07:12.345Z							COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		true	false	9582141	9582141	1	44	212	729	6100900	4843955		9582141	Horornis fortipes	Horornis	Horornis fortipes Hodgson, 1845	Horornis fortipes		DWC_ARCHIVE	2020-11-26T17:07:12.345Z	2020-11-26T00:16:41.110Z	false				TWN	Taiwan	TWN.4_1	Taichung	TWN.4.1_1	Taichung		
1836807229																										TWBBS_2016_B11-01_01_01:032875										CC_BY_NC_4_0																		Event									HUMAN_OBSERVATION				TWBBS_2016_B11-01_01_01:032875			楊正雄	2								PRESENT							NA									TWBBS_2016_B11-01_01_01	TWBBS_2016_B11-01		2016-04-04T00:00:00	09:02+0800			2016	4	4			Point count	6 observer-minutes	31415.93	square metre			B11-01_01							TW				突稜								24.361	121.331267	100.0	1.0E-5																																															Liocichla steerii Swinhoe, 1877								Animalia	Chordata	Aves	Passeriformes	Leiothrichidae	Liocichla		steerii		SPECIES		黃胸藪眉		ACCEPTED			f170f056-3f8a-4ef3-ac9f-4503cc854ce0	TW	2020-11-26T17:07:12.408Z							COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		true	false	2493327	2493327	1	44	212	729	6101112	2493326		2493327	Liocichla steerii	Liocichla	Liocichla steerii Swinhoe, 1877	Liocichla steerii		DWC_ARCHIVE	2020-11-26T17:07:12.408Z	2020-11-26T00:16:41.110Z	false				TWN	Taiwan	TWN.4_1	Taichung	TWN.4.1_1	Taichung		
1836807213																										TWBBS_2016_B11-01_01_01:032866										CC_BY_NC_4_0																		Event									HUMAN_OBSERVATION				TWBBS_2016_B11-01_01_01:032866			楊正雄	2								PRESENT							NA									TWBBS_2016_B11-01_01_01	TWBBS_2016_B11-01		2016-04-04T00:00:00	09:02+0800			2016	4	4			Point count	6 observer-minutes	31415.93	square metre			B11-01_01							TW				突稜								24.361	121.331267	100.0	1.0E-5																																															Yuhina brunneiceps Ogilvie-Grant, 1906								Animalia	Chordata	Aves	Passeriformes	Zosteropidae	Yuhina		brunneiceps		SPECIES		冠羽畫眉		ACCEPTED			f170f056-3f8a-4ef3-ac9f-4503cc854ce0	TW	2020-11-26T17:07:13.115Z							COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		true	false	2493183	2493183	1	44	212	729	9359	2493176		2493183	Yuhina brunneiceps	Yuhina	Yuhina brunneiceps Ogilvie-Grant, 1906	Yuhina brunneiceps		DWC_ARCHIVE	2020-11-26T17:07:13.115Z	2020-11-26T00:16:41.110Z	false				TWN	Taiwan	TWN.4_1	Taichung	TWN.4.1_1	Taichung		
1836807209																										TWBBS_2016_B11-01_01_01:032867										CC_BY_NC_4_0																		Event									HUMAN_OBSERVATION				TWBBS_2016_B11-01_01_01:032867			楊正雄	2								PRESENT							NA									TWBBS_2016_B11-01_01_01	TWBBS_2016_B11-01		2016-04-04T00:00:00	09:02+0800			2016	4	4			Point count	6 observer-minutes	31415.93	square metre			B11-01_01							TW				突稜								24.361	121.331267	100.0	1.0E-5																																															Yuhina brunneiceps Ogilvie-Grant, 1906								Animalia	Chordata	Aves	Passeriformes	Zosteropidae	Yuhina		brunneiceps		SPECIES		冠羽畫眉		ACCEPTED			f170f056-3f8a-4ef3-ac9f-4503cc854ce0	TW	2020-11-26T17:07:12.282Z							COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		true	false	2493183	2493183	1	44	212	729	9359	2493176		2493183	Yuhina brunneiceps	Yuhina	Yuhina brunneiceps Ogilvie-Grant, 1906	Yuhina brunneiceps		DWC_ARCHIVE	2020-11-26T17:07:12.282Z	2020-11-26T00:16:41.110Z	false				TWN	Taiwan	TWN.4_1	Taichung	TWN.4.1_1	Taichung		
1836807192																										TWBBS_2016_B11-01_01_01:032876										CC_BY_NC_4_0																		Event									HUMAN_OBSERVATION				TWBBS_2016_B11-01_01_01:032876			楊正雄	1								PRESENT							NA									TWBBS_2016_B11-01_01_01	TWBBS_2016_B11-01		2016-04-04T00:00:00	09:02+0800			2016	4	4			Point count	6 observer-minutes	31415.93	square metre			B11-01_01							TW				突稜								24.361	121.331267	100.0	1.0E-5																																															Liocichla steerii Swinhoe, 1877								Animalia	Chordata	Aves	Passeriformes	Leiothrichidae	Liocichla		steerii		SPECIES		黃胸藪眉		ACCEPTED			f170f056-3f8a-4ef3-ac9f-4503cc854ce0	TW	2020-11-26T17:07:12.761Z							COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		true	false	2493327	2493327	1	44	212	729	6101112	2493326		2493327	Liocichla steerii	Liocichla	Liocichla steerii Swinhoe, 1877	Liocichla steerii		DWC_ARCHIVE	2020-11-26T17:07:12.761Z	2020-11-26T00:16:41.110Z	false				TWN	Taiwan	TWN.4_1	Taichung	TWN.4.1_1	Taichung		
1836807186																										TWBBS_2016_B11-01_01_01:032874										CC_BY_NC_4_0																		Event									HUMAN_OBSERVATION				TWBBS_2016_B11-01_01_01:032874			楊正雄	1								PRESENT							NA									TWBBS_2016_B11-01_01_01	TWBBS_2016_B11-01		2016-04-04T00:00:00	09:02+0800			2016	4	4			Point count	6 observer-minutes	31415.93	square metre			B11-01_01							TW				突稜								24.361	121.331267	100.0	1.0E-5																																															Cyanoderma ruficeps								Animalia	Chordata	Aves	Passeriformes	Timaliidae	Cyanoderma		ruficeps		SPECIES		山紅頭		ACCEPTED			f170f056-3f8a-4ef3-ac9f-4503cc854ce0	TW	2020-11-26T17:07:12.263Z							COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		true	false	7349322	7349322	1	44	212	729	3241609	3241615		7349322	Cyanoderma ruficeps	Cyanoderma	Cyanoderma ruficeps	Cyanoderma ruficeps		DWC_ARCHIVE	2020-11-26T17:07:12.263Z	2020-11-26T00:16:41.110Z	false				TWN	Taiwan	TWN.4_1	Taichung	TWN.4.1_1	Taichung		
1836807185																										TWBBS_2016_B11-01_01_01:032873										CC_BY_NC_4_0																		Event									HUMAN_OBSERVATION				TWBBS_2016_B11-01_01_01:032873			楊正雄	1								PRESENT							NA									TWBBS_2016_B11-01_01_01	TWBBS_2016_B11-01		2016-04-04T00:00:00	09:02+0800			2016	4	4			Point count	6 observer-minutes	31415.93	square metre			B11-01_01							TW				突稜								24.361	121.331267	100.0	1.0E-5																																															Horornis acanthizoides (J.Verreaux, 1870)								Animalia	Chordata	Aves	Passeriformes	Cettiidae	Horornis		acanthizoides		SPECIES		深山鶯		ACCEPTED			f170f056-3f8a-4ef3-ac9f-4503cc854ce0	TW	2020-11-26T17:07:12.438Z							COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		true	false	7711859	7711859	1	44	212	729	6100900	4843955		7711859	Horornis acanthizoides	Horornis	Horornis acanthizoides (J.Verreaux, 1870)	Horornis acanthizoides		DWC_ARCHIVE	2020-11-26T17:07:12.438Z	2020-11-26T00:16:41.110Z	false				TWN	Taiwan	TWN.4_1	Taichung	TWN.4.1_1	Taichung		
1836807181																										TWBBS_2016_B11-01_01_01:032877										CC_BY_NC_4_0																		Event									HUMAN_OBSERVATION				TWBBS_2016_B11-01_01_01:032877			楊正雄	1								PRESENT							NA									TWBBS_2016_B11-01_01_01	TWBBS_2016_B11-01		2016-04-04T00:00:00	09:02+0800			2016	4	4			Point count	6 observer-minutes	31415.93	square metre			B11-01_01							TW				突稜								24.361	121.331267	100.0	1.0E-5																																															Myophonus insularis Gould, 1863								Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Myophonus		insularis		SPECIES		台灣紫嘯鶇		ACCEPTED			f170f056-3f8a-4ef3-ac9f-4503cc854ce0	TW	2020-11-26T17:07:12.950Z							COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		true	false	5733816	5733816	1	44	212	729	9322	7341195		5733816	Myophonus insularis	Myophonus	Myophonus insularis Gould, 1863	Myophonus insularis		DWC_ARCHIVE	2020-11-26T17:07:12.950Z	2020-11-26T00:16:41.110Z	false				TWN	Taiwan	TWN.4_1	Taichung	TWN.4.1_1	Taichung		
1836807168																										TWBBS_2016_B11-01_01_01:032869										CC_BY_NC_4_0																		Event									HUMAN_OBSERVATION				TWBBS_2016_B11-01_01_01:032869			楊正雄	1								PRESENT							NA									TWBBS_2016_B11-01_01_01	TWBBS_2016_B11-01		2016-04-04T00:00:00	09:02+0800			2016	4	4			Point count	6 observer-minutes	31415.93	square metre			B11-01_01							TW				突稜								24.361	121.331267	100.0	1.0E-5																																															Niltava vivida (Swinhoe, 1864)								Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Niltava		vivida		SPECIES		黃腹琉璃		ACCEPTED			f170f056-3f8a-4ef3-ac9f-4503cc854ce0	TW	2020-11-26T17:07:12.515Z							COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		true	false	2492653	2492653	1	44	212	729	9322	2492648		2492653	Niltava vivida	Niltava	Niltava vivida (Swinhoe, 1864)	Niltava vivida		DWC_ARCHIVE	2020-11-26T17:07:12.515Z	2020-11-26T00:16:41.110Z	false				TWN	Taiwan	TWN.4_1	Taichung	TWN.4.1_1	Taichung		
1836807123																										TWBBS_2016_B10-02_01_02:043203										CC_BY_NC_4_0																		Event									HUMAN_OBSERVATION				TWBBS_2016_B10-02_01_02:043203			蘇美如、張安瑜	1								PRESENT							NA									TWBBS_2016_B10-02_01_02	TWBBS_2016_B10-02		2016-06-17T00:00:00	05:06+0800			2016	6	17			Point count	6 observer-minutes	31415.93	square metre			B10-02_01							TW				拉拉山駐在所								24.724559	121.442348	100.0	1.0E-5																																															Ianthocincla poecilorhyncha (Gould, 1863)								Animalia	Chordata	Aves	Passeriformes	Leiothrichidae	Garrulax		poecilorhyncha		SPECIES		棕噪眉		SYNONYM			f170f056-3f8a-4ef3-ac9f-4503cc854ce0	TW	2020-11-26T17:07:12.408Z							OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		true	false	8306587	2493440	1	44	212	729	6101112	2493438		2493440	Garrulax poecilorhynchus	Ianthocincla	Garrulax poecilorhynchus Gould, 1863	Ianthocincla poecilorhyncha		DWC_ARCHIVE	2020-11-26T17:07:12.408Z	2020-11-26T00:16:41.110Z	false				TWN	Taiwan	TWN.3_1	New Taipei	TWN.3.1_1	New Taipei		
1836807118																										TWBBS_2016_B10-02_02_01:042065										CC_BY_NC_4_0																		Event									HUMAN_OBSERVATION				TWBBS_2016_B10-02_02_01:042065			蘇美如、賴佳郎	3								PRESENT							NA									TWBBS_2016_B10-02_02_01	TWBBS_2016_B10-02		2016-04-21T00:00:00	05:51+0800			2016	4	21			Point count	6 observer-minutes	31415.93	square metre			B10-02_02							TW				拉拉山駐在所								24.727328	121.442623	100.0	1.0E-5																																															Yuhina brunneiceps Ogilvie-Grant, 1906								Animalia	Chordata	Aves	Passeriformes	Zosteropidae	Yuhina		brunneiceps		SPECIES		冠羽畫眉		ACCEPTED			f170f056-3f8a-4ef3-ac9f-4503cc854ce0	TW	2020-11-26T17:07:12.315Z							OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		true	false	2493183	2493183	1	44	212	729	9359	2493176		2493183	Yuhina brunneiceps	Yuhina	Yuhina brunneiceps Ogilvie-Grant, 1906	Yuhina brunneiceps		DWC_ARCHIVE	2020-11-26T17:07:12.315Z	2020-11-26T00:16:41.110Z	false				TWN	Taiwan	TWN.3_1	New Taipei	TWN.3.1_1	New Taipei		
1836807097																										TWBBS_2016_B10-02_01_01:042060										CC_BY_NC_4_0																		Event									HUMAN_OBSERVATION				TWBBS_2016_B10-02_01_01:042060			蘇美如、賴佳郎	1								PRESENT							NA									TWBBS_2016_B10-02_01_01	TWBBS_2016_B10-02		2016-04-22T00:00:00	05:24+0800			2016	4	22			Point count	6 observer-minutes	31415.93	square metre			B10-02_01							TW				拉拉山駐在所								24.709125	121.427953	100.0	1.0E-5																																															Liocichla steerii Swinhoe, 1877								Animalia	Chordata	Aves	Passeriformes	Leiothrichidae	Liocichla		steerii		SPECIES		黃胸藪眉		ACCEPTED			f170f056-3f8a-4ef3-ac9f-4503cc854ce0	TW	2020-11-26T17:07:12.343Z							OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		true	false	2493327	2493327	1	44	212	729	6101112	2493326		2493327	Liocichla steerii	Liocichla	Liocichla steerii Swinhoe, 1877	Liocichla steerii		DWC_ARCHIVE	2020-11-26T17:07:12.343Z	2020-11-26T00:16:41.110Z	false				TWN	Taiwan	TWN.7_1	Taiwan	TWN.7.13_1	Taoyuan		
1836807089																										TWBBS_2016_B10-02_01_01:042059										CC_BY_NC_4_0																		Event									HUMAN_OBSERVATION				TWBBS_2016_B10-02_01_01:042059			蘇美如、賴佳郎	1								PRESENT							NA									TWBBS_2016_B10-02_01_01	TWBBS_2016_B10-02		2016-04-22T00:00:00	05:24+0800			2016	4	22			Point count	6 observer-minutes	31415.93	square metre			B10-02_01							TW				拉拉山駐在所								24.709125	121.427953	100.0	1.0E-5																																															Arborophila crudigularis (Swinhoe, 1864)								Animalia	Chordata	Aves	Galliformes	Phasianidae	Arborophila		crudigularis		SPECIES		台灣山鷓鴣		ACCEPTED			f170f056-3f8a-4ef3-ac9f-4503cc854ce0	TW	2020-11-26T17:07:12.514Z							OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT		true	false	2473654	2473654	1	44	212	723	9331	2473604		2473654	Arborophila crudigularis	Arborophila	Arborophila crudigularis (Swinhoe, 1864)	Arborophila crudigularis		DWC_ARCHIVE	2020-11-26T17:07:12.514Z	2020-11-26T00:16:41.110Z	false				TWN	Taiwan	TWN.7_1	Taiwan	TWN.7.13_1	Taoyuan		
