gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	recordedByID	identifiedByID
1836806450																										TWBBS_2016_B06-01_02_01:000610																												Event									HumanObservation				TWBBS_2016_B06-01_02_01:000610			吳俊德、林麗玲	2																NA									TWBBS_2016_B06-01_02_01	TWBBS_2016_B06-01		2016-04-23	06:26+0800								Point count	6 observer-minutes	31415.93	square metre			B06-01_02							Taiwan	TW				宜蘭縣往明池的路												24.62412222	121.486925	wgs84	100	0.00001																																																		Myophonus insularis												Muscicapidae	Myophonus							台灣紫嘯鶇						
1836806449																										TWBBS_2016_B06-01_02_02:015138																												Event									HumanObservation				TWBBS_2016_B06-01_02_02:015138			吳俊德、林麗玲	1																NA									TWBBS_2016_B06-01_02_02	TWBBS_2016_B06-01		2016-06-27	06:43+0800								Point count	6 observer-minutes	31415.93	square metre			B06-01_02							Taiwan	TW				宜蘭縣往明池的路												24.62412222	121.486925	wgs84	100	0.00001																																																		Erpornis zantholeuca												Vireonidae	Erpornis							綠畫眉						
1836806368																										TWBBS_2016_A41-02_01_01:027573																												Event									HumanObservation				TWBBS_2016_A41-02_01_01:027573			蔡乙榮	5																NA									TWBBS_2016_A41-02_01_01	TWBBS_2016_A41-02		2016-03-20	06:00+0800								Point count	6 observer-minutes	31415.93	square metre			A41-02_01							Taiwan	TW				屏東縣大茄苳												21.95108611	120.7296861	wgs84	100	0.00001																																																		Sturnia sinensis												Sturnidae	Sturnia							灰背椋鳥						
1836806367																										TWBBS_2016_A41-02_01_01:027570																												Event									HumanObservation				TWBBS_2016_A41-02_01_01:027570			蔡乙榮	3																NA									TWBBS_2016_A41-02_01_01	TWBBS_2016_A41-02		2016-03-20	06:00+0800								Point count	6 observer-minutes	31415.93	square metre			A41-02_01							Taiwan	TW				屏東縣大茄苳												21.95108611	120.7296861	wgs84	100	0.00001																																																		Streptopelia tranquebarica												Columbidae	Streptopelia							紅鳩						
1836806312																										TWBBS_2016_A41-02_01_01:027575																												Event									HumanObservation				TWBBS_2016_A41-02_01_01:027575			蔡乙榮	1																NA									TWBBS_2016_A41-02_01_01	TWBBS_2016_A41-02		2016-03-20	06:00+0800								Point count	6 observer-minutes	31415.93	square metre			A41-02_01							Taiwan	TW				屏東縣大茄苳												21.95108611	120.7296861	wgs84	100	0.00001																																																		Falco tinnunculus												Falconidae	Falco							紅隼						
1836806309																										TWBBS_2016_A41-02_01_01:027576																												Event									HumanObservation				TWBBS_2016_A41-02_01_01:027576			蔡乙榮	3																NA									TWBBS_2016_A41-02_01_01	TWBBS_2016_A41-02		2016-03-20	06:00+0800								Point count	6 observer-minutes	31415.93	square metre			A41-02_01							Taiwan	TW				屏東縣大茄苳												21.95108611	120.7296861	wgs84	100	0.00001																																																		Hirundo rustica												Hirundinidae	Hirundo							家燕						
1836806285																										TWBBS_2016_A41-02_01_01:027577																												Event									HumanObservation				TWBBS_2016_A41-02_01_01:027577			蔡乙榮	7																NA									TWBBS_2016_A41-02_01_01	TWBBS_2016_A41-02		2016-03-20	06:00+0800								Point count	6 observer-minutes	31415.93	square metre			A41-02_01							Taiwan	TW				屏東縣大茄苳												21.95108611	120.7296861	wgs84	100	0.00001																																																		Streptopelia tranquebarica												Columbidae	Streptopelia							紅鳩						
1836806283																										TWBBS_2016_A41-02_01_01:027572																												Event									HumanObservation				TWBBS_2016_A41-02_01_01:027572			蔡乙榮	1																NA									TWBBS_2016_A41-02_01_01	TWBBS_2016_A41-02		2016-03-20	06:00+0800								Point count	6 observer-minutes	31415.93	square metre			A41-02_01							Taiwan	TW				屏東縣大茄苳												21.95108611	120.7296861	wgs84	100	0.00001																																																		Psilopogon nuchalis												Megalaimidae	Psilopogon							五色鳥						
1836806282																										TWBBS_2016_A41-02_01_01:027579																												Event									HumanObservation				TWBBS_2016_A41-02_01_01:027579			蔡乙榮	4																NA									TWBBS_2016_A41-02_01_01	TWBBS_2016_A41-02		2016-03-20	06:00+0800								Point count	6 observer-minutes	31415.93	square metre			A41-02_01							Taiwan	TW				屏東縣大茄苳												21.95108611	120.7296861	wgs84	100	0.00001																																																		Bubulcus ibis												Ardeidae	Bubulcus							黃頭鷺						
1836806276																										TWBBS_2016_A41-02_01_01:027574																												Event									HumanObservation				TWBBS_2016_A41-02_01_01:027574			蔡乙榮	2																NA									TWBBS_2016_A41-02_01_01	TWBBS_2016_A41-02		2016-03-20	06:00+0800								Point count	6 observer-minutes	31415.93	square metre			A41-02_01							Taiwan	TW				屏東縣大茄苳												21.95108611	120.7296861	wgs84	100	0.00001																																																		Hypsipetes leucocephalus												Pycnonotidae	Hypsipetes							紅嘴黑鵯						
